reviewId,game,date,content_lower,Sentiment,is_train,pred_label
rev_81,Wild_Rift,2026-03,just checking out i played it once on my tablet will delete it soon.,3,0,3
rev_82,Wild_Rift,2025-11,wild-rift is experiencing severe matchmaking issues and long queue times making ranked unplayable.,0,1,0
rev_83,Wild_Rift,2026-02,after the riot games update severe matchmaking issues and long queue times matches me with bad teammates.,0,0,0
rev_84,Wild_Rift,2025-12,the developers changed the champion balance scales for the upcoming competitive season.,1,0,1
rev_85,Wild_Rift,2026-01,wild-rift is experiencing severe matchmaking issues and long queue times making ranked unplayable.,0,0,0
rev_86,Wild_Rift,2026-03,i downloaded wild-rift because i played it once on my tablet will delete it soon.,3,0,3
rev_87,Wild_Rift,2026-01,wild-rift is experiencing completely unbalanced rank draft matches making ranked unplayable.,0,0,0
rev_88,Wild_Rift,2025-11,wild-rift is experiencing completely unbalanced rank draft matches making ranked unplayable.,0,0,0
rev_89,Wild_Rift,2026-04,riot games announced the gold distribution settings on the official live servers.,1,0,1
rev_90,Wild_Rift,2026-02,after the riot games update severe matchmaking issues and long queue times making ranked unplayable.,0,1,0
rev_91,Wild_Rift,2025-11,every time i play ranked wild-rift severe matchmaking issues and long queue times matches me with bad teammates.,0,0,0
rev_92,Wild_Rift,2026-01,every time i play ranked wild-rift completely unbalanced rank draft matches making ranked unplayable.,0,0,0
rev_93,Wild_Rift,2026-05,riot games announced patch version 3.2 this week for the upcoming competitive season.,1,0,1
rev_94,Wild_Rift,2026-04,wild-rift is experiencing terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_95,Wild_Rift,2026-03,every time i play ranked wild-rift completely unbalanced rank draft matches making ranked unplayable.,0,0,0
rev_96,Wild_Rift,2026-03,the connection is absolutely wild-rift with my active guild members fair ranked competitive play.,2,0,2
rev_97,Wild_Rift,2025-12,wild-rift is experiencing terrible lag spikes with high server ping making ranked unplayable.,0,0,0
rev_98,Wild_Rift,2026-01,the developers changed the champion balance scales on the official live servers.,1,0,1
rev_99,Wild_Rift,2025-11,wild-rift is experiencing completely unbalanced rank draft matches completely trolls every game.,0,0,0
rev_101,Wild_Rift,2026-01,every time i play ranked wild-rift terrible lag spikes with high server ping making ranked unplayable.,0,0,0
rev_102,Wild_Rift,2026-04,every time i play ranked wild-rift completely unbalanced rank draft matches making ranked unplayable.,0,0,0
rev_103,Wild_Rift,2026-05,wild-rift is experiencing completely unbalanced rank draft matches completely trolls every game.,0,0,0
rev_104,Wild_Rift,2025-11,riot games announced the champion balance scales on the official live servers.,1,0,1
rev_105,Wild_Rift,2026-01,after the riot games update terrible lag spikes with high server ping making ranked unplayable.,0,0,0
rev_106,Wild_Rift,2026-03,every time i play ranked wild-rift terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_107,Wild_Rift,2026-05,after the riot games update severe matchmaking issues and long queue times completely trolls every game.,0,0,0
rev_108,Wild_Rift,2026-04,wild-rift is experiencing terrible lag spikes with high server ping making ranked unplayable.,0,0,0
rev_109,Wild_Rift,2025-11,wild-rift is experiencing completely unbalanced rank draft matches matches me with bad teammates.,0,0,0
rev_110,Wild_Rift,2025-11,wild-rift is experiencing terrible lag spikes with high server ping making ranked unplayable.,0,0,0
rev_111,Wild_Rift,2026-02,wild-rift is experiencing completely unbalanced rank draft matches completely trolls every game.,0,0,0
rev_112,Wild_Rift,2025-11,just checking out my friends told me to try it nothing special honestly.,3,0,3
rev_113,Wild_Rift,2026-02,wild-rift is experiencing severe matchmaking issues and long queue times matches me with bad teammates.,0,0,0
rev_114,Wild_Rift,2025-12,wild-rift matchmaking has improved a lot after the patch best mobile moba ever.,2,0,2
rev_115,Wild_Rift,2026-01,i really love playing wild-rift with my active guild members best mobile moba ever.,2,0,2
rev_116,Wild_Rift,2026-05,riot games announced the gold distribution settings on the official live servers.,1,0,1
rev_117,Wild_Rift,2026-05,riot games announced the champion balance scales in the latest patch notes.,1,0,1
rev_118,Wild_Rift,2026-02,after the riot games update severe matchmaking issues and long queue times matches me with bad teammates.,0,0,0
rev_119,Wild_Rift,2026-02,wild-rift matchmaking has improved a lot after the patch best mobile moba ever.,2,0,2
rev_120,Wild_Rift,2025-12,the developers changed the champion balance scales in the latest patch notes.,1,0,1
rev_123,Wild_Rift,2025-12,wild-rift is experiencing terrible lag spikes with high server ping completely trolls every game.,0,0,0
rev_124,Wild_Rift,2026-03,after the riot games update completely unbalanced rank draft matches making ranked unplayable.,0,0,0
rev_125,Wild_Rift,2026-04,every time i play ranked wild-rift completely unbalanced rank draft matches completely trolls every game.,0,0,0
rev_126,Wild_Rift,2026-02,wild-rift updated to the champion balance scales in the latest patch notes.,1,0,1
rev_127,Wild_Rift,2026-02,every time i play ranked wild-rift severe matchmaking issues and long queue times completely trolls every game.,0,0,0
rev_128,Wild_Rift,2026-03,wild-rift updated to the gold distribution settings on the official live servers.,1,0,1
rev_129,Wild_Rift,2026-02,wild-rift updated to patch version 3.2 this week for the upcoming competitive season.,1,0,1
rev_130,Wild_Rift,2026-02,after the riot games update terrible lag spikes with high server ping completely trolls every game.,0,0,0
rev_131,Wild_Rift,2026-03,wild-rift is experiencing severe matchmaking issues and long queue times completely trolls every game.,0,0,0
rev_132,Wild_Rift,2026-02,i downloaded wild-rift because my friends told me to try it nothing special honestly.,3,0,3
rev_133,Wild_Rift,2025-11,after the riot games update severe matchmaking issues and long queue times matches me with bad teammates.,0,0,0
rev_134,Wild_Rift,2026-05,riot games announced patch version 3.2 this week in the latest patch notes.,1,0,1
rev_135,Wild_Rift,2026-05,riot games announced patch version 3.2 this week on the official live servers.,1,0,1
rev_136,Wild_Rift,2025-11,the developers changed patch version 3.2 this week for the upcoming competitive season.,1,0,1
rev_137,Wild_Rift,2026-05,wild-rift updated to patch version 3.2 this week on the official live servers.,1,0,1
rev_138,Wild_Rift,2026-01,after the riot games update terrible lag spikes with high server ping making ranked unplayable.,0,0,0
rev_139,Wild_Rift,2026-01,after the riot games update completely unbalanced rank draft matches making ranked unplayable.,0,0,0
rev_140,Wild_Rift,2025-12,every time i play ranked wild-rift terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_141,Wild_Rift,2026-03,every time i play ranked wild-rift completely unbalanced rank draft matches matches me with bad teammates.,0,0,0
rev_142,Wild_Rift,2026-03,after the riot games update severe matchmaking issues and long queue times completely trolls every game.,0,0,0
rev_143,Wild_Rift,2026-02,after the riot games update completely unbalanced rank draft matches completely trolls every game.,0,0,0
rev_144,Wild_Rift,2026-02,the developers changed the gold distribution settings on the official live servers.,1,0,1
rev_145,Wild_Rift,2025-11,every time i play ranked wild-rift completely unbalanced rank draft matches completely trolls every game.,0,0,0
rev_146,Wild_Rift,2026-03,the connection is absolutely improved a lot after the patch best mobile moba ever.,2,0,2
rev_147,Wild_Rift,2026-01,wild-rift is experiencing completely unbalanced rank draft matches matches me with bad teammates.,0,0,0
rev_148,Wild_Rift,2026-02,i really love playing improved a lot after the patch best mobile moba ever.,2,0,2
rev_149,Wild_Rift,2025-12,every time i play ranked wild-rift completely unbalanced rank draft matches completely trolls every game.,0,0,0
rev_151,Wild_Rift,2026-03,after the riot games update terrible lag spikes with high server ping completely trolls every game.,0,0,0
rev_152,Wild_Rift,2026-03,the developers changed the gold distribution settings on the official live servers.,1,0,1
rev_153,Wild_Rift,2026-04,after the riot games update severe matchmaking issues and long queue times making ranked unplayable.,0,0,0
rev_154,Wild_Rift,2025-11,every time i play ranked wild-rift severe matchmaking issues and long queue times making ranked unplayable.,0,0,0
rev_155,Wild_Rift,2026-02,after the riot games update completely unbalanced rank draft matches completely trolls every game.,0,0,0
rev_156,Wild_Rift,2026-04,wild-rift matchmaking has wild-rift with my active guild members best mobile moba ever.,2,1,2
rev_157,Wild_Rift,2026-03,wild-rift is experiencing completely unbalanced rank draft matches completely trolls every game.,0,0,0
rev_158,Wild_Rift,2025-11,the connection is absolutely wild-rift with my active guild members best mobile moba ever.,2,0,2
rev_159,Wild_Rift,2026-05,every time i play ranked wild-rift severe matchmaking issues and long queue times completely trolls every game.,0,0,0
rev_160,Wild_Rift,2025-11,i really love playing improved a lot after the patch fair ranked competitive play.,2,0,2
rev_161,Wild_Rift,2025-12,the connection is absolutely wild-rift with my active guild members highly recommend this game!,2,0,2
rev_162,Wild_Rift,2026-01,just checking out the graphics interface layout testing it out today.,3,0,3
rev_163,Wild_Rift,2026-02,i downloaded wild-rift because the graphics interface layout will delete it soon.,3,0,3
rev_164,Wild_Rift,2026-03,wild-rift updated to the gold distribution settings for the upcoming competitive season.,1,0,1
rev_165,Wild_Rift,2025-11,riot games announced the champion balance scales in the latest patch notes.,1,0,1
rev_166,Wild_Rift,2026-02,after the riot games update terrible lag spikes with high server ping making ranked unplayable.,0,0,0
rev_167,Wild_Rift,2026-01,after the riot games update completely unbalanced rank draft matches making ranked unplayable.,0,0,0
rev_168,Wild_Rift,2026-04,after the riot games update severe matchmaking issues and long queue times matches me with bad teammates.,0,0,0
rev_169,Wild_Rift,2025-12,every time i play ranked wild-rift terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_170,Wild_Rift,2026-03,wild-rift is experiencing completely unbalanced rank draft matches completely trolls every game.,0,0,0
rev_171,Wild_Rift,2026-01,riot games announced patch version 3.2 this week for the upcoming competitive season.,1,0,1
rev_172,Wild_Rift,2026-02,riot games announced patch version 3.2 this week in the latest patch notes.,1,0,1
rev_173,Wild_Rift,2026-04,wild-rift is experiencing terrible lag spikes with high server ping making ranked unplayable.,0,0,0
rev_174,Wild_Rift,2025-12,every time i play ranked wild-rift completely unbalanced rank draft matches completely trolls every game.,0,0,0
rev_175,Wild_Rift,2026-04,the developers changed the champion balance scales for the upcoming competitive season.,1,0,1
rev_176,Wild_Rift,2026-03,wild-rift is experiencing completely unbalanced rank draft matches completely trolls every game.,0,0,0
rev_177,Wild_Rift,2026-03,this game exists and i played it once on my tablet will delete it soon.,3,0,3
rev_178,Wild_Rift,2026-04,every time i play ranked wild-rift severe matchmaking issues and long queue times making ranked unplayable.,0,0,0
rev_179,Wild_Rift,2026-02,every time i play ranked wild-rift severe matchmaking issues and long queue times completely trolls every game.,0,0,0
rev_180,Wild_Rift,2026-05,riot games announced the champion balance scales on the official live servers.,1,0,1
rev_181,Wild_Rift,2025-11,wild-rift is experiencing completely unbalanced rank draft matches making ranked unplayable.,0,0,0
rev_182,Wild_Rift,2026-05,wild-rift updated to the champion balance scales on the official live servers.,1,0,1
rev_183,Wild_Rift,2025-12,i downloaded wild-rift because the graphics interface layout testing it out today.,3,0,3
rev_184,Wild_Rift,2026-03,after the riot games update terrible lag spikes with high server ping making ranked unplayable.,0,0,0
rev_185,Wild_Rift,2026-03,every time i play ranked wild-rift terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_186,Wild_Rift,2025-11,riot games announced the champion balance scales for the upcoming competitive season.,1,0,1
rev_187,Wild_Rift,2026-02,wild-rift is experiencing completely unbalanced rank draft matches making ranked unplayable.,0,0,0
rev_188,Wild_Rift,2025-11,every time i play ranked wild-rift completely unbalanced rank draft matches completely trolls every game.,0,0,0
rev_189,Wild_Rift,2025-12,every time i play ranked wild-rift severe matchmaking issues and long queue times making ranked unplayable.,0,0,0
rev_190,Wild_Rift,2026-02,the developers changed the gold distribution settings on the official live servers.,1,0,1
rev_191,Wild_Rift,2026-02,after the riot games update terrible lag spikes with high server ping making ranked unplayable.,0,0,0
rev_192,Wild_Rift,2026-02,every time i play ranked wild-rift terrible lag spikes with high server ping making ranked unplayable.,0,0,0
rev_193,Wild_Rift,2026-03,after the riot games update completely unbalanced rank draft matches matches me with bad teammates.,0,0,0
rev_194,Wild_Rift,2025-11,this game exists and my friends told me to try it will delete it soon.,3,0,3
rev_195,Wild_Rift,2026-01,the developers changed the gold distribution settings in the latest patch notes.,1,0,1
rev_196,Wild_Rift,2026-04,wild-rift is experiencing terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_197,Wild_Rift,2026-03,wild-rift updated to patch version 3.2 this week for the upcoming competitive season.,1,0,1
rev_198,Wild_Rift,2026-02,the developers changed the gold distribution settings in the latest patch notes.,1,0,1
rev_199,Wild_Rift,2026-01,every time i play ranked wild-rift terrible lag spikes with high server ping completely trolls every game.,0,0,0
rev_201,Wild_Rift,2026-02,i downloaded wild-rift because the graphics interface layout testing it out today.,3,0,3
rev_202,Wild_Rift,2026-02,wild-rift is experiencing completely unbalanced rank draft matches making ranked unplayable.,0,0,0
rev_203,Wild_Rift,2026-01,wild-rift is experiencing completely unbalanced rank draft matches making ranked unplayable.,0,0,0
rev_204,Wild_Rift,2026-01,wild-rift is experiencing severe matchmaking issues and long queue times making ranked unplayable.,0,0,0
rev_205,Wild_Rift,2025-11,this game exists and my friends told me to try it testing it out today.,3,0,3
rev_206,Wild_Rift,2025-11,wild-rift is experiencing completely unbalanced rank draft matches completely trolls every game.,0,0,0
rev_207,Wild_Rift,2026-03,riot games announced patch version 3.2 this week on the official live servers.,1,0,1
rev_208,Wild_Rift,2026-02,every time i play ranked wild-rift severe matchmaking issues and long queue times completely trolls every game.,0,0,0
rev_209,Wild_Rift,2026-02,wild-rift updated to the gold distribution settings for the upcoming competitive season.,1,0,1
rev_210,Wild_Rift,2026-04,the developers changed patch version 3.2 this week in the latest patch notes.,1,0,1
rev_211,Wild_Rift,2026-02,just checking out the graphics interface layout nothing special honestly.,3,0,3
rev_212,Wild_Rift,2026-02,wild-rift is experiencing severe matchmaking issues and long queue times making ranked unplayable.,0,0,0
rev_213,Wild_Rift,2025-11,wild-rift is experiencing terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_214,Wild_Rift,2025-11,the developers changed the gold distribution settings in the latest patch notes.,1,0,1
rev_215,Wild_Rift,2026-01,every time i play ranked wild-rift completely unbalanced rank draft matches completely trolls every game.,0,0,0
rev_216,Wild_Rift,2025-11,after the riot games update severe matchmaking issues and long queue times making ranked unplayable.,0,0,0
rev_217,Wild_Rift,2026-04,every time i play ranked wild-rift completely unbalanced rank draft matches matches me with bad teammates.,0,0,0
rev_218,Wild_Rift,2026-01,every time i play ranked wild-rift completely unbalanced rank draft matches matches me with bad teammates.,0,0,0
rev_219,Wild_Rift,2026-05,every time i play ranked wild-rift severe matchmaking issues and long queue times matches me with bad teammates.,0,0,0
rev_220,Wild_Rift,2026-01,wild-rift is experiencing terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_221,Wild_Rift,2026-04,every time i play ranked wild-rift terrible lag spikes with high server ping completely trolls every game.,0,0,0
rev_222,Wild_Rift,2026-02,every time i play ranked wild-rift terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_223,Wild_Rift,2026-04,wild-rift is experiencing completely unbalanced rank draft matches completely trolls every game.,0,0,0
rev_224,Wild_Rift,2026-05,after the riot games update terrible lag spikes with high server ping making ranked unplayable.,0,0,0
rev_225,Wild_Rift,2026-02,after the riot games update completely unbalanced rank draft matches making ranked unplayable.,0,0,0
rev_226,Wild_Rift,2025-11,after the riot games update completely unbalanced rank draft matches completely trolls every game.,0,0,0
rev_227,Wild_Rift,2025-12,every time i play ranked wild-rift completely unbalanced rank draft matches matches me with bad teammates.,0,0,0
rev_228,Wild_Rift,2025-11,every time i play ranked wild-rift completely unbalanced rank draft matches matches me with bad teammates.,0,0,0
rev_229,Wild_Rift,2026-03,wild-rift is experiencing completely unbalanced rank draft matches completely trolls every game.,0,0,0
rev_230,Wild_Rift,2026-02,after the riot games update completely unbalanced rank draft matches making ranked unplayable.,0,0,0
rev_231,Wild_Rift,2026-04,after the riot games update completely unbalanced rank draft matches completely trolls every game.,0,0,0
rev_232,Wild_Rift,2025-12,every time i play ranked wild-rift severe matchmaking issues and long queue times matches me with bad teammates.,0,0,0
rev_233,Wild_Rift,2026-04,every time i play ranked wild-rift severe matchmaking issues and long queue times matches me with bad teammates.,0,0,0
rev_234,Wild_Rift,2026-02,this game exists and i played it once on my tablet will delete it soon.,3,0,3
rev_235,Wild_Rift,2026-04,after the riot games update severe matchmaking issues and long queue times making ranked unplayable.,0,0,0
rev_236,Wild_Rift,2025-11,wild-rift updated to patch version 3.2 this week on the official live servers.,1,0,1
rev_237,Wild_Rift,2025-11,riot games announced patch version 3.2 this week on the official live servers.,1,0,1
rev_238,Wild_Rift,2026-05,wild-rift is experiencing terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_239,Wild_Rift,2025-11,after the riot games update completely unbalanced rank draft matches completely trolls every game.,0,0,0
rev_240,Wild_Rift,2026-02,the developers changed the champion balance scales in the latest patch notes.,1,0,1
rev_243,Wild_Rift,2026-05,the developers changed the gold distribution settings for the upcoming competitive season.,1,0,1
rev_244,Wild_Rift,2026-02,after the riot games update severe matchmaking issues and long queue times matches me with bad teammates.,0,0,0
rev_245,Wild_Rift,2026-05,the developers changed the gold distribution settings for the upcoming competitive season.,1,0,1
rev_246,Wild_Rift,2026-05,every time i play ranked wild-rift terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_247,Wild_Rift,2026-04,every time i play ranked wild-rift severe matchmaking issues and long queue times completely trolls every game.,0,0,0
rev_248,Wild_Rift,2025-12,wild-rift updated to patch version 3.2 this week for the upcoming competitive season.,1,0,1
rev_249,Wild_Rift,2026-01,every time i play ranked wild-rift terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_251,Wild_Rift,2026-02,riot games announced patch version 3.2 this week in the latest patch notes.,1,0,1
rev_252,Wild_Rift,2025-12,wild-rift is experiencing severe matchmaking issues and long queue times matches me with bad teammates.,0,0,0
rev_253,Wild_Rift,2026-01,wild-rift is experiencing severe matchmaking issues and long queue times completely trolls every game.,0,0,0
rev_254,Wild_Rift,2026-04,wild-rift is experiencing completely unbalanced rank draft matches matches me with bad teammates.,0,0,0
rev_255,Wild_Rift,2025-11,the developers changed patch version 3.2 this week for the upcoming competitive season.,1,0,1
rev_256,Wild_Rift,2026-04,wild-rift is experiencing terrible lag spikes with high server ping completely trolls every game.,0,0,0
rev_257,Wild_Rift,2026-04,wild-rift is experiencing terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_258,Wild_Rift,2026-04,wild-rift updated to the champion balance scales for the upcoming competitive season.,1,0,1
rev_259,Wild_Rift,2026-03,after the riot games update terrible lag spikes with high server ping making ranked unplayable.,0,0,0
rev_260,Wild_Rift,2025-12,wild-rift updated to the champion balance scales on the official live servers.,1,0,1
rev_261,Wild_Rift,2026-01,after the riot games update severe matchmaking issues and long queue times making ranked unplayable.,0,0,0
rev_262,Wild_Rift,2026-05,wild-rift is experiencing completely unbalanced rank draft matches completely trolls every game.,0,0,0
rev_263,Wild_Rift,2026-05,wild-rift matchmaking has improved a lot after the patch highly recommend this game!,2,0,2
rev_264,Wild_Rift,2026-02,after the riot games update terrible lag spikes with high server ping completely trolls every game.,0,0,0
rev_265,Wild_Rift,2026-03,this game exists and my friends told me to try it nothing special honestly.,3,0,3
rev_266,Wild_Rift,2025-11,wild-rift is experiencing severe matchmaking issues and long queue times making ranked unplayable.,0,0,0
rev_267,Wild_Rift,2025-11,riot games announced patch version 3.2 this week in the latest patch notes.,1,0,1
rev_268,Wild_Rift,2026-05,the connection is absolutely improved a lot after the patch highly recommend this game!,2,0,2
rev_269,Wild_Rift,2026-04,after the riot games update severe matchmaking issues and long queue times matches me with bad teammates.,0,0,0
rev_270,Wild_Rift,2026-04,wild-rift is experiencing terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_271,Wild_Rift,2026-04,wild-rift is experiencing terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
