reviewId,game_title,score,sentiment_label,content,human_corrected_label
437950a1-caad-461f-ac1a-a665ba9176ea,Mobile_Legends,2,negative,"Moonton, your matchmaking is terrible. I keep getting matched with duos and trios, plus players who aren’t even my rank, even though I’m playing solo.",negative
e78deaf2-44e2-445f-9326-1d9fb6573438,Mobile_Legends,1,negative,why the grand prize dissaper but the time is 2days left,negative
66fa6a16-2072-4d8a-a9c6-7248e79778a1,Mobile_Legends,1,negative,lols ayusin matchmaking,negative
afc4d95c-b1d2-4b39-9d31-e1539d260433,Mobile_Legends,1,negative,matchmaking sucks,negative
3f028b8e-447c-4485-b4ee-0a3e2a20fb01,Wild_Rift,1,negative,"bad matchmaking, centered around balancing losing and winning instead of giving proper skill level matches. shame.",negative
0760fc8f-e610-438c-93dd-35c367106631,Mobile_Legends,5,positive,so beautiful game,positive
fbed63c9-459f-4873-81e4-39741c27579c,Mobile_Legends,1,negative,moontoon give me strong teammates please,negative
0c8e96e9-1cd1-4e07-94c9-4d3390cb8c17,Mobile_Legends,1,negative,the worst game i played.. literally the network sucks in this game... I have 5g network in my area n still this stupid games pink is 280 254 and sometimes jumps to 308.. please kere kere set your network and make it easier for the pacific islanders to play without having us frustrated over this small issue... I wouldn't have said this if it was an network issue from my country but its basically from your side.. let's make it a good gaming experience please for everyone. Kind regards ❤️,negative
ea49a551-d835-4f50-970f-9133d5cad5a3,Mobile_Legends,1,negative,uninstall nyu na poro dark system binibigay,negative
324262af-ce8a-488a-8263-d924383aef12,Mobile_Legends,1,negative,Wala to pang mga toxic na player nag lalaro mag hhok na lang ata ako tapos pag report sayo nang walang kadahilan tas na penalitie kana lala naman ni moonton unfair mo ako na nga nag buhat ma rereport pa,negative
3c805a8f-a19a-4d55-9f88-818816f8a9bb,Mobile_Legends,2,negative,Tngina quit na ako daming binabago ni moontoon dina kinakaya ng device ko pa laki ng palaki ang gb ng apps nato dami kasi binabago at tinatangal,negative
d6104e53-fa37-467b-9784-ca31b3285471,Mobile_Legends,1,negative,overy time lose,negative
0e9f5bec-9e0d-4059-bfeb-fe1e60f2e86a,Mobile_Legends,5,positive,super fun game. but the matchmaking system MUST BE IMPROVED,positive
b5a10a9b-e8f4-4b29-aae2-85dc7ce86265,Mobile_Legends,5,positive,I love this game because moontoon gives aways free moving skins unlike that HOK game which gives away a none moving skin 🙄,positive
1f021884-efed-4a5a-add1-5d705ca7ab3c,Mobile_Legends,4,positive,fix server plzzz,positive
88c2b7a4-17d3-403f-ad9a-90411e6995a8,Mobile_Legends,1,negative,bulok matchmaking ayusin nyo naman match making nyo puro bulok naman,negative
2f482a84-0d8f-4e30-be66-74dc4f3f0219,Mobile_Legends,5,positive,this is the best game ever,positive
13c3536e-acce-40d0-b7e4-02ba0cf054d3,Mobile_Legends,1,negative,"DELETE ALL OF THE BOTS YOU MAKE!!! THEY ARE SO DARKSYSTEM, ESPECIALLY WHEN THE BOTS PLAYS JUNGLER ROLE!!!!",negative
26eb5fe6-e371-451e-8926-353a8171928e,Wild_Rift,4,positive,"Coming back 4 years later, it got better. Different engine, better graphics, more optimised than the PC version and even better competitive wise. Solid idea and practice but at the cost of 20gbs of space.",positive
806004ab-24be-4c8f-a9ac-a12f30d53d97,Mobile_Legends,1,negative,puro ai kakampi ko legend ako master galawan ng kakampi ko ano yun,negative
6eaec83a-27ae-4ae3-9b50-e3b7d36eee5b,Mobile_Legends,5,positive,this is so good even my son can play it,positive
9d6fe8b9-3cfe-4d0d-af31-c2feed8517db,Mobile_Legends,5,positive,good game haha,positive
8c5e3dce-ae43-4f05-8aba-36e0cd666359,Mobile_Legends,1,negative,improve server,negative
863cb7e5-8e87-4910-83c2-a07a3bd58fca,Wild_Rift,1,negative,"Every time a patch comes out you have to uninstall - reinstall, or you get locked in the initial loading screen. it's s ridiculous. fix this and I'll give it a 5star which is what the game deserves.",negative
af1e2337-66a3-4a8b-b25c-5022837ba663,Wild_Rift,1,negative,Your game is 1/5 but I wish you would update it regularly 🗿✋,negative
9d0030e7-bac2-46aa-9afc-6d006671941c,Wild_Rift,5,positive,"I Love LoL but this one has a lot of problem—everytime i press start the game, itself back out and when i pressed the repair button on the setting😭 It black out and now I can't open it😓",positive
81a0bc21-97f4-49a8-83d7-7985f126db40,Mobile_Legends,1,negative,"Very unfair match making I can't rank up anymore because my enemy always duo/trio, I only play solo but yeah always like that!! . Just think about the advantage to them while me struggling with my random poor teammates😑",negative
52cded89-76ee-4760-a8b9-e6e85cbfb07c,Mobile_Legends,1,negative,"Yes, this game IS fun. but everytime i need js ONE star to promote to another rank, my team keeps being filled with players that doesnt even know how to play their hero meanwhile the enemy team is literally playing like Mythic Immortal. its just so not unfair bruv.",negative
9842bf76-93ec-4991-93b9-c5fe6d0fe881,Mobile_Legends,5,positive,good quality and nice game ever,positive
51fd928e-2b65-4018-ad7b-aec60bef7819,Wild_Rift,5,positive,"I can play the game now, I hope the error log in doesn't come back. Thank you, I can play the game again.",positive
930c6dc4-e493-4a50-a263-14c01db7cb89,Mobile_Legends,1,negative,dark system broo,negative
b7cdca65-be91-4fae-83a7-8d0a5f5da7f3,Mobile_Legends,1,negative,walang matinong kakampi,negative
e0fb2fb2-2bdc-41d7-995f-63ddd33e575a,Wild_Rift,1,negative,update: o jogo agora te obriga a te doxxar para jogar o jogo. Tentei VARIAS vezes fazer a verificação de idade(por mais que eu tenha ANOS com essa conta) e mesmo assim só dava erro. Pessimo.,negative
513b7413-e66a-443a-ab20-6a42bb32b2f8,Mobile_Legends,2,negative,"gak banget, jaringan ngeleg padahal hijau, tim kebanyakan ngetrol",negative
80afe9ac-7ceb-40ac-b372-abfb5fc0be8d,Mobile_Legends,1,negative,daming dark system,negative
8e5f7864-540d-407e-a17c-6d4cad641889,Mobile_Legends,1,negative,My teammates so dumb and my enemy have good teammates please fix the match picking,negative
8e10b2fe-ef03-4f56-a6ba-2c2af8abe4e0,Mobile_Legends,1,negative,"They are manipulating all matches to put damn dark system players around you whatsoever you play well, you'll lose cuz you can't beat 4 dark system bot-only know to die and enemy 5 pro player",negative
f71d502b-549f-41bb-b7e8-3b0cb05b4a9d,Mobile_Legends,1,negative,"matcmaking sekarang tidak adil, setim sama pemain baru main tapi lawannya veteran semua, padahal baru main lagi di akhir season kemarin, seakan-akan di rancang untuk lose streak terus memerus",negative
dc4e5965-fb5a-474a-8df1-1bfc79dd0441,Mobile_Legends,5,positive,I love this game 💯🔥💯💥✨⚡,positive
b3ac0b6d-baf6-453a-8324-0bd7bbc02dff,Mobile_Legends,5,positive,Very good. fair play game.nice.,positive
5c23e8e4-0c5b-4f16-8d24-962c26a17b4b,Mobile_Legends,5,positive,its very addictive and very fun,positive
e89f0d9d-702c-4396-b2d8-2ccd8bd32ed2,Mobile_Legends,1,negative,way bout imong matchmaking,negative
64b0fddb-8015-4a74-9e19-b7adc0282546,Mobile_Legends,1,negative,Ur game sucks all the good skin are so expensive and your bug technical difficulties are so annoying my when I was playing the game lost connection even thought my wifi is excellent honestly you deserve zero stars don't download this game,negative
8fd7718a-67c7-4690-a770-1bceed5da118,Mobile_Legends,1,negative,"gak ada chatting after game solo, ini menyebalkan, deleted aja ini game",negative
e83d6ee1-1601-4e22-a4c4-d1b71d77ca51,Mobile_Legends,1,negative,Not recommended game matchmaking not good,negative
90bf6a9f-4679-46c5-8d72-8810214daadf,Mobile_Legends,5,positive,peak please released a new skin for kimmy,positive
5a2aa82e-f60c-4afc-b515-8443d85bb5e0,Mobile_Legends,1,negative,"unbalanced match making, it's trash darksystems. almost impossible to rank up when you're playing solo. it's also hard playing even with teams because bots are often being teamed up with me and they sucked at every matches they play. what makes this game a joke is that it is played in international contests but it still sucks, they include bots in rank games, classics, brawls and even in rising games. Game's not bad actually, it's your system that sucks.",negative
915d1ca7-3e2b-412d-bb7a-5694e1ea4ade,Mobile_Legends,2,negative,No balance,negative
cec35c98-7056-4c80-a756-55e4501c83de,Mobile_Legends,1,negative,Leeeeee game,negative
d351897c-7636-44e3-9d58-ff9546db4901,Mobile_Legends,1,negative,trash matchmaking,negative
7af0ba8f-511b-4b70-a340-396c51aa5bac,Wild_Rift,1,negative,hp gw gakuat jir,negative
